fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;name
5.4;0.59;0.07;7.0;0.045;36.0;147.0;0.9944;3.34;0.57;9.7;6;w0269
6.9;0.32;0.26;8.3;0.053;32.0;180.0;0.9965;3.25;0.51;9.2;6;w0270
5.2;0.6;0.07;7.0;0.044;33.0;147.0;0.9944;3.33;0.58;9.7;5;w0271
5.8;0.25;0.26;13.1;0.051;44.0;148.0;0.9972;3.29;0.38;9.3;5;w0272
6.6;0.58;0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;5;w0273
7.0;0.29;0.54;10.7;0.046;59.0;234.0;0.9966;3.05;0.61;9.5;5;w0274
6.6;0.19;0.41;8.9;0.046;51.0;169.0;0.9954;3.14;0.57;9.8;6;w0275
6.7;0.2;0.41;9.1;0.044;50.0;166.0;0.9954;3.14;0.58;9.8;6;w0276
7.7;0.26;0.4;1.1;0.042;9.0;60.0;0.9915;2.89;0.5;10.6;5;w0277
6.8;0.32;0.34;1.2;0.044;14.0;67.0;0.9919;3.05;0.47;10.6;4;w0278
7.0;0.3;0.49;4.7;0.036000000000000004;17.0;105.0;0.9916;3.26;0.68;12.4;7;w0279
7.0;0.24;0.36;2.8;0.034;22.0;112.0;0.99;3.19;0.38;12.6;8;w0280
6.1;0.31;0.58;5.0;0.039;36.0;114.0;0.9909;3.3;0.6;12.3;8;w0281
6.8;0.44;0.37;5.1;0.047;46.0;201.0;0.9938;3.08;0.65;10.5;4;w0282
6.7;0.34;0.3;15.6;0.054000000000000006;51.0;196.0;0.9982;3.19;0.49;9.3;5;w0283
7.1;0.35;0.24;15.4;0.055;46.0;198.0;0.9988;3.12;0.49;8.8;5;w0284
7.3;0.32;0.25;7.2;0.056;47.0;180.0;0.9961;3.08;0.47;8.8;5;w0285
6.5;0.28;0.33;15.7;0.053;51.0;190.0;0.9978;3.22;0.51;9.7;6;w0286
7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;w0287
7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;w0288
7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;w0289
7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;w0290
5.9;0.15;0.31;5.8;0.041;53.0;155.0;0.9945;3.52;0.46;10.5;6;w0291
7.4;0.28;0.42;19.8;0.066;53.0;195.0;1.0;2.96;0.44;9.1;5;w0292
6.2;0.28;0.22;7.3;0.041;26.0;157.0;0.9957;3.44;0.64;9.8;7;w0293
9.1;0.59;0.38;1.6;0.066;34.0;182.0;0.9968;3.23;0.38;8.5;3;w0294
6.3;0.33;0.27;1.2;0.046;34.0;175.0;0.9934;3.37;0.54;9.4;6;w0295
8.3;0.39;0.7;10.6;0.045;33.0;169.0;0.9976;3.09;0.57;9.4;5;w0296
7.2;0.19;0.46;3.8;0.041;82.0;187.0;0.9932;3.19;0.6;11.2;7;w0297
7.5;0.17;0.44;11.3;0.046;65.0;146.0;0.997;3.17;0.45;10.0;6;w0298
6.7;0.17;0.5;2.1;0.043;27.0;122.0;0.9923;3.15;0.45;10.3;6;w0299
6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6;w0300
8.3;0.2;0.35;0.9;0.05;12.0;74.0;0.992;3.13;0.38;10.5;6;w0301
6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6;w0302
6.0;0.29;0.21;1.3;0.055;42.0;168.0;0.9914;3.32;0.43;11.1;6;w0303
7.3;0.41;0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6;w0304
7.3;0.41;0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6;w0305
7.2;0.43;0.24;6.7;0.058;40.0;163.0;0.995;3.2;0.41;9.9;5;w0306
7.3;0.4;0.24;6.7;0.058;41.0;166.0;0.995;3.2;0.41;9.9;6;w0307
6.2;0.33;0.27;4.9;0.036000000000000004;30.0;134.0;0.9927;3.2;0.42;10.4;7;w0308
6.2;0.31;0.26;4.8;0.037000000000000005;36.0;148.0;0.9928;3.21;0.41;10.4;6;w0309
6.1;0.36;0.27;2.1;0.035;16.0;100.0;0.9917;3.4;0.71;11.5;7;w0310
5.0;0.55;0.14;8.3;0.032;35.0;164.0;0.9918;3.53;0.51;12.5;8;w0311
7.8;0.25;0.41;3.7;0.042;37.0;149.0;0.9954;3.36;0.45;10.0;6;w0312
5.7;0.36;0.21;6.7;0.038;51.0;166.0;0.9941;3.29;0.63;10.0;6;w0313
5.8;0.34;0.21;6.6;0.04;50.0;167.0;0.9941;3.29;0.62;10.0;5;w0314
6.8;0.28;0.6;1.1;0.132;42.0;127.0;0.9934;3.09;0.44;9.1;6;w0315
6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6;w0316
6.6;0.24;0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;5;w0317
5.9;0.3;0.47;7.85;0.03;19.0;133.0;0.9933;3.52;0.43;11.5;7;w0318
6.1;0.125;0.25;3.3;0.04;10.0;69.0;0.9934;3.54;0.59;10.1;6;w0319
6.0;0.1;0.24;1.1;0.041;15.0;65.0;0.9927;3.61;0.61;10.3;7;w0320
6.6;0.24;0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;5;w0321
6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6;w0322
6.8;0.28;0.44;9.3;0.031;35.0;137.0;0.9946;3.16;0.36;10.4;6;w0323
8.3;0.41;0.51;2.0;0.046;11.0;207.0;0.993;3.02;0.55;11.4;5;w0324
7.5;0.27;0.31;5.8;0.057;131.0;313.0;0.9946;3.18;0.59;10.5;5;w0325
7.9;0.26;0.41;15.15;0.04;38.0;216.0;0.9976;2.96;0.6;10.0;6;w0326
6.4;0.34;0.23;6.3;0.039;37.0;143.0;0.9944;3.19;0.65;10.0;6;w0327
6.5;0.28;0.35;15.4;0.042;55.0;195.0;0.9978;3.23;0.5;9.6;6;w0328
7.2;0.21;0.41;1.3;0.036000000000000004;33.0;85.0;0.992;3.17;0.51;10.4;5;w0329
6.4;0.32;0.35;4.8;0.03;34.0;101.0;0.9912;3.36;0.6;12.5;8;w0330
6.8;0.24;0.34;4.6;0.032;37.0;135.0;0.9927;3.2;0.39;10.6;5;w0331
6.3;0.23;0.3;1.8;0.033;16.0;91.0;0.9906;3.28;0.4;11.8;6;w0332
6.5;0.28;0.34;9.9;0.038;30.0;133.0;0.9954;3.11;0.44;9.8;5;w0333
5.6;0.26;0.26;5.7;0.031;12.0;80.0;0.9923;3.25;0.38;10.8;5;w0334
6.3;0.23;0.3;1.8;0.033;16.0;91.0;0.9906;3.28;0.4;11.8;6;w0335
6.3;0.23;0.33;1.5;0.036000000000000004;15.0;105.0;0.991;3.32;0.42;11.2;6;w0336
5.8;0.27;0.27;12.3;0.045;55.0;170.0;0.9972;3.28;0.42;9.3;6;w0337
5.9;0.26;0.4;1.3;0.047;12.0;139.0;0.9945;3.45;0.53;10.4;5;w0338
6.6;0.18;0.35;1.5;0.049;49.0;141.0;0.9934;3.43;0.85;10.2;7;w0339
7.4;0.2;0.43;7.8;0.045;27.0;153.0;0.9964;3.19;0.55;9.0;7;w0340
8.0;0.24;0.36;1.5;0.047;17.0;129.0;0.9948;3.2;0.54;10.0;6;w0341
6.4;0.26;0.42;9.7;0.044;30.0;140.0;0.9962;3.18;0.47;9.1;6;w0342
5.4;0.31;0.47;3.0;0.053;46.0;144.0;0.9931;3.29;0.76;10.0;5;w0343
5.4;0.29;0.47;3.0;0.052000000000000005;47.0;145.0;0.993;3.29;0.75;10.0;6;w0344
7.1;0.145;0.33;4.6;0.05;33.0;131.0;0.9942;3.28;0.4;9.6;6;w0345
5.6;0.34;0.1;1.3;0.031;20.0;68.0;0.9906;3.36;0.51;11.2;7;w0346
6.7;0.19;0.41;15.6;0.056;75.0;155.0;0.9995;3.2;0.44;8.8;6;w0347
7.8;0.18;0.46;13.6;0.052000000000000005;38.0;118.0;0.998;3.15;0.5;10.0;6;w0348
7.6;0.17;0.45;11.2;0.054000000000000006;56.0;137.0;0.997;3.15;0.47;10.0;5;w0349
6.3;0.12;0.36;2.1;0.044;47.0;146.0;0.9914;3.27;0.74;11.4;7;w0350
7.3;0.33;0.4;6.85;0.038;32.0;138.0;0.992;3.03;0.3;11.9;7;w0351
5.5;0.335;0.3;2.5;0.071;27.0;128.0;0.9924;3.14;0.51;9.6;6;w0352
7.3;0.33;0.4;6.85;0.038;32.0;138.0;0.992;3.03;0.3;11.9;7;w0353
5.8;0.4;0.42;4.4;0.047;38.5;245.0;0.9937;3.25;0.57;9.6;6;w0354
7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;w0355
7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;w0356
6.1;0.36;0.33;1.1;0.05;24.0;169.0;0.9927;3.15;0.78;9.5;6;w0357
10.0;0.2;0.39;1.4;0.05;19.0;152.0;0.994;3.0;0.42;10.4;6;w0358
6.9;0.24;0.34;4.7;0.04;43.0;161.0;0.9935;3.2;0.59;10.6;6;w0359
6.4;0.24;0.32;14.9;0.047;54.0;162.0;0.9968;3.28;0.5;10.2;6;w0360
7.1;0.365;0.14;1.2;0.055;24.0;84.0;0.9941;3.15;0.43;8.9;5;w0361
6.8;0.15;0.3;5.3;0.05;40.0;127.0;0.9942;3.4;0.39;9.7;6;w0362
7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;w0363
6.8;0.16;0.4;2.3;0.037000000000000005;18.0;102.0;0.9923;3.49;0.42;11.4;7;w0364
6.0;0.26;0.32;3.5;0.028;29.0;113.0;0.9912;3.4;0.71;12.3;7;w0365
6.0;0.18;0.27;1.5;0.08900000000000001;40.0;143.0;0.9923;3.49;0.62;10.8;6;w0366
6.9;0.33;0.21;1.0;0.053;39.0;148.0;0.9927;3.12;0.45;9.4;6;w0367
7.7;0.29;0.48;2.3;0.049;36.0;178.0;0.9931;3.17;0.64;10.6;6;w0368
7.1;0.39;0.35;12.5;0.044;26.0;72.0;0.9941;3.17;0.29;11.6;5;w0369
6.9;0.33;0.21;1.0;0.053;39.0;148.0;0.9927;3.12;0.45;9.4;6;w0370
7.7;0.29;0.48;2.3;0.049;36.0;178.0;0.9931;3.17;0.64;10.6;6;w0371
6.6;0.905;0.19;0.8;0.048;17.0;204.0;0.9934;3.34;0.56;10.0;5;w0372
7.2;0.27;0.27;2.4;0.048;30.0;149.0;0.9936;3.1;0.51;9.2;6;w0373
5.1;0.33;0.22;1.6;0.027000000000000003;18.0;89.0;0.9893;3.51;0.38;12.5;7;w0374
5.1;0.33;0.22;1.6;0.027000000000000003;18.0;89.0;0.9893;3.51;0.38;12.5;7;w0375
6.4;0.31;0.28;1.5;0.037000000000000005;12.0;119.0;0.9919;3.32;0.51;10.4;7;w0376
7.3;0.2;0.44;1.4;0.045;21.0;98.0;0.9924;3.15;0.46;10.0;7;w0377
5.7;0.32;0.5;2.6;0.049;17.0;155.0;0.9927;3.22;0.64;10.0;6;w0378
6.4;0.31;0.28;1.5;0.037000000000000005;12.0;119.0;0.9919;3.32;0.51;10.4;7;w0379
7.3;0.2;0.44;1.4;0.045;21.0;98.0;0.9924;3.15;0.46;10.0;7;w0380
7.2;0.28;0.26;12.5;0.046;48.0;179.0;0.9975;3.1;0.52;9.0;6;w0381
7.5;0.35;0.28;9.6;0.051;26.0;157.0;0.9969;3.12;0.53;9.2;6;w0382
7.2;0.27;0.27;2.4;0.048;30.0;149.0;0.9936;3.1;0.51;9.2;6;w0383
6.0;0.36;0.39;3.2;0.027000000000000003;20.0;125.0;0.991;3.38;0.39;11.3;7;w0384
5.1;0.33;0.22;1.6;0.027000000000000003;18.0;89.0;0.9893;3.51;0.38;12.5;7;w0385
5.0;0.17;0.56;1.5;0.026;24.0;115.0;0.9906;3.48;0.39;10.8;7;w0386
6.3;0.39;0.35;5.9;0.04;82.5;260.0;0.9941;3.12;0.66;10.1;5;w0387
6.7;0.21;0.32;5.4;0.047;29.0;140.0;0.995;3.39;0.46;9.7;6;w0388
7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;w0389
7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;w0390
6.5;0.36;0.32;1.1;0.031;13.0;66.0;0.9916;3.1;0.46;10.6;5;w0391
6.1;0.55;0.15;9.8;0.031;19.0;125.0;0.9957;3.36;0.47;10.2;6;w0392
7.3;0.24;0.43;2.0;0.021;20.0;69.0;0.99;3.08;0.56;12.2;6;w0393
6.8;0.37;0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;5;w0394
6.8;0.27;0.12;1.3;0.04;87.0;168.0;0.992;3.18;0.41;10.0;5;w0395
8.2;0.28;0.42;1.8;0.031;30.0;93.0;0.9917;3.09;0.39;11.4;5;w0396
6.3;0.2;0.4;1.5;0.037000000000000005;35.0;107.0;0.9917;3.46;0.5;11.4;6;w0397
5.9;0.26;0.27;18.2;0.048;52.0;168.0;0.9993;3.35;0.44;9.4;5;w0398
6.4;0.19;0.42;2.9;0.032;32.0;83.0;0.9908;3.3;0.41;11.7;6;w0399
6.3;0.2;0.4;1.5;0.037000000000000005;35.0;107.0;0.9917;3.46;0.5;11.4;6;w0400
6.8;0.37;0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;5;w0401
6.1;0.35;0.07;1.4;0.069;22.0;108.0;0.9934;3.23;0.52;9.2;5;w0402
7.1;0.27;0.31;18.2;0.046;55.0;252.0;1.0;3.07;0.56;8.7;5;w0403
6.8;0.22;0.31;6.3;0.035;33.0;170.0;0.9918;3.24;0.66;12.6;6;w0404
6.8;0.27;0.12;1.3;0.04;87.0;168.0;0.992;3.18;0.41;10.0;5;w0405
5.8;0.28;0.34;4.0;0.031;40.0;99.0;0.9896;3.39;0.39;12.8;7;w0406
6.9;0.49;0.24;1.2;0.049;13.0;125.0;0.9932;3.17;0.51;9.4;5;w0407
6.3;0.14;0.39;1.2;0.044;26.0;116.0;0.992;3.26;0.53;10.3;6;w0408
8.2;0.28;0.42;1.8;0.031;30.0;93.0;0.9917;3.09;0.39;11.4;5;w0409
7.2;0.25;0.39;18.95;0.038;42.0;155.0;0.9999;2.97;0.47;9.0;6;w0410
7.3;0.28;0.36;12.7;0.04;38.0;140.0;0.998;3.3;0.79;9.6;6;w0411
7.2;0.19;0.39;1.2;0.036000000000000004;32.0;85.0;0.9918;3.16;0.5;10.5;5;w0412
7.2;0.19;0.39;1.2;0.036000000000000004;32.0;85.0;0.9918;3.16;0.5;10.5;5;w0413
7.2;0.25;0.39;18.95;0.038;42.0;155.0;0.9999;2.97;0.47;9.0;6;w0414
7.3;0.28;0.36;12.7;0.04;38.0;140.0;0.998;3.3;0.79;9.6;6;w0415
7.4;0.21;0.27;1.2;0.041;27.0;99.0;0.9927;3.19;0.33;9.8;6;w0416
6.8;0.26;0.22;7.7;0.047;57.0;210.0;0.9959;3.1;0.47;9.0;5;w0417
7.4;0.21;0.27;1.2;0.041;27.0;99.0;0.9927;3.19;0.33;9.8;6;w0418
7.4;0.31;0.28;1.6;0.05;33.0;137.0;0.9929;3.31;0.56;10.5;6;w0419
7.0;0.22;0.31;2.7;0.03;41.0;136.0;0.9898;3.16;0.37;12.7;7;w0420
7.0;0.21;0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;6;w0421
7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6;w0422
7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6;w0423
6.9;0.23;0.38;8.3;0.047;47.0;162.0;0.9954;3.34;0.52;10.5;7;w0424
7.0;0.21;0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;6;w0425
7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6;w0426
6.8;0.29;0.5;13.3;0.053;48.0;194.0;0.9974;3.09;0.45;9.4;5;w0427
7.8;0.21;0.27;1.2;0.051;20.0;89.0;0.9936;3.06;0.46;9.1;5;w0428
7.1;0.31;0.47;13.6;0.056;54.0;197.0;0.9978;3.1;0.49;9.3;5;w0429
6.8;0.29;0.5;13.3;0.053;48.0;194.0;0.9974;3.09;0.45;9.4;5;w0430
6.4;0.34;0.1;1.1;0.048;19.0;84.0;0.9927;3.21;0.38;9.8;5;w0431
7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;7;w0432
7.2;0.55;0.09;1.5;0.108;16.0;151.0;0.9938;3.07;0.57;9.2;4;w0433
7.0;0.23;0.36;7.1;0.028;31.0;104.0;0.9922;3.35;0.47;12.1;8;w0434
6.9;0.2;0.37;6.2;0.027000000000000003;24.0;97.0;0.992;3.38;0.49;12.2;7;w0435
6.1;0.28;0.32;2.5;0.042;23.0;218.5;0.9935;3.27;0.6;9.8;5;w0436
6.6;0.16;0.32;1.4;0.035;49.0;186.0;0.9906;3.35;0.64;12.4;8;w0437
7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;7;w0438
6.2;0.35;0.04;1.2;0.06;23.0;108.0;0.9934;3.26;0.54;9.2;5;w0439
6.7;0.22;0.37;1.6;0.028;24.0;102.0;0.9913;3.29;0.59;11.6;7;w0440
6.1;0.38;0.2;6.6;0.033;25.0;137.0;0.9938;3.3;0.69;10.4;6;w0441
6.0;0.25;0.28;2.2;0.026;54.0;126.0;0.9898;3.43;0.65;12.9;8;w0442
6.6;0.52;0.44;12.2;0.048;54.0;245.0;0.9975;3.26;0.54;9.3;6;w0443
6.9;0.24;0.36;20.8;0.031;40.0;139.0;0.9975;3.2;0.33;11.0;6;w0444
7.1;0.32;0.32;11.0;0.038;16.0;66.0;0.9937;3.24;0.4;11.5;3;w0445
5.8;0.28;0.27;2.6;0.054000000000000006;30.0;156.0;0.9914;3.53;0.42;12.4;5;w0446
6.5;0.41;0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;w0447
6.5;0.41;0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;w0448
6.4;0.28;0.29;1.6;0.052000000000000005;34.0;127.0;0.9929;3.48;0.56;10.5;7;w0449
7.2;0.6;0.2;9.9;0.07;21.0;174.0;0.9971;3.03;0.54;9.1;5;w0450
6.1;0.2;0.25;1.2;0.038;34.0;128.0;0.9921;3.24;0.44;10.1;5;w0451
5.9;0.46;0.14;2.7;0.042;27.0;160.0;0.9931;3.46;0.51;10.6;7;w0452
6.0;0.27;0.27;1.6;0.046;32.0;113.0;0.9924;3.41;0.51;10.5;7;w0453
6.4;0.28;0.29;1.6;0.052000000000000005;34.0;127.0;0.9929;3.48;0.56;10.5;7;w0454
6.4;0.41;0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;w0455
6.3;0.23;0.31;1.5;0.022;11.0;82.0;0.9892;3.3;0.4;12.9;7;w0456
7.1;0.21;0.27;8.6;0.056;26.0;111.0;0.9956;2.95;0.52;9.5;5;w0457
6.0;0.37;0.32;1.0;0.053;31.0;218.5;0.9924;3.29;0.72;9.8;6;w0458
6.1;0.43;0.35;9.1;0.059;83.0;249.0;0.9971;3.37;0.5;8.5;5;w0459
7.1;0.21;0.27;8.6;0.056;26.0;111.0;0.9956;2.95;0.52;9.5;5;w0460
7.0;0.25;0.29;15.2;0.047;40.0;171.0;0.9982;3.22;0.45;9.3;5;w0461
5.9;0.25;0.19;12.4;0.047;50.0;162.0;0.9973;3.35;0.38;9.5;5;w0462
6.8;0.32;0.21;2.2;0.044;15.0;68.0;0.9932;3.17;0.39;9.4;6;w0463
7.2;0.39;0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;5;w0464
6.3;0.21;0.58;10.0;0.081;34.0;126.0;0.9962;2.95;0.46;8.9;5;w0465
7.0;0.14;0.32;9.0;0.039;54.0;141.0;0.9956;3.22;0.43;9.4;6;w0466
6.8;0.32;0.21;2.2;0.044;15.0;68.0;0.9932;3.17;0.39;9.4;6;w0467
7.2;0.39;0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;5;w0468
7.2;0.29;0.53;18.15;0.047;59.0;182.0;0.9992;3.09;0.52;9.6;5;w0469
8.6;0.37;0.7;12.15;0.039;21.0;158.0;0.9983;3.0;0.73;9.3;6;w0470
6.5;0.38;0.34;3.4;0.036000000000000004;34.0;200.0;0.9937;3.14;0.76;10.0;5;w0471
6.6;0.24;0.29;2.0;0.023;19.0;86.0;0.99;3.25;0.45;12.5;6;w0472
7.0;0.17;0.31;4.8;0.034;34.0;132.0;0.9944;3.36;0.48;9.6;7;w0473
5.5;0.16;0.22;4.5;0.03;30.0;102.0;0.9938;3.24;0.36;9.4;6;w0474
7.0;0.24;0.51;11.0;0.029;55.0;227.0;0.9965;3.03;0.61;9.5;5;w0475
7.4;0.28;0.36;1.1;0.028;42.0;105.0;0.9893;2.99;0.39;12.4;7;w0476
7.0;0.22;0.28;1.5;0.037000000000000005;29.0;115.0;0.9927;3.11;0.55;10.5;6;w0477
7.1;0.55;0.13;1.7;0.073;21.0;165.0;0.994;2.97;0.58;9.2;6;w0478
6.3;0.22;0.33;1.7;0.041;67.0;164.0;0.9928;3.32;0.56;10.4;6;w0479
6.7;0.47;0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5;w0480
5.9;0.36;0.41;1.3;0.047;45.0;104.0;0.9917;3.33;0.51;10.6;6;w0481
5.8;0.25;0.24;13.3;0.044;41.0;137.0;0.9972;3.34;0.42;9.5;5;w0482
6.7;0.47;0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5;w0483
6.2;0.37;0.3;6.6;0.34600000000000003;79.0;200.0;0.9954;3.29;0.58;9.6;5;w0484
6.2;0.18;0.38;1.5;0.028;36.0;117.0;0.993;3.47;0.54;9.7;6;w0485
6.0;0.16;0.37;1.5;0.025;43.0;117.0;0.9928;3.46;0.51;9.7;6;w0486
6.6;0.34;0.28;1.3;0.035;32.0;90.0;0.9916;3.1;0.42;10.7;6;w0487
7.4;0.29;0.29;1.6;0.045;53.0;180.0;0.9936;3.34;0.68;10.5;6;w0488
7.4;0.26;0.31;7.6;0.047;52.0;177.0;0.9962;3.13;0.45;8.9;6;w0489
7.0;0.28;0.36;1.0;0.035;8.0;70.0;0.9899;3.09;0.46;12.1;6;w0490
7.1;0.23;0.39;1.6;0.032;12.0;65.0;0.9898;3.25;0.4;12.7;7;w0491
7.8;0.19;0.26;8.9;0.039;42.0;182.0;0.996;3.18;0.46;9.9;6;w0492
6.3;0.19;0.28;1.8;0.022;28.0;158.0;0.9907;3.2;0.64;11.4;6;w0493
6.8;0.2;0.38;4.7;0.04;27.0;103.0;0.994;3.37;0.58;10.7;6;w0494
5.7;0.44;0.13;7.0;0.025;28.0;173.0;0.9913;3.33;0.48;12.5;6;w0495
7.2;0.4;0.62;10.8;0.041;70.0;189.0;0.9976;3.08;0.49;8.6;4;w0496
6.8;0.23;0.32;1.6;0.026;43.0;147.0;0.9904;3.29;0.54;12.5;6;w0497
5.7;0.335;0.34;1.0;0.04;13.0;174.0;0.992;3.27;0.66;10.0;5;w0498
7.2;0.4;0.62;10.8;0.041;70.0;189.0;0.9976;3.08;0.49;8.6;4;w0499
7.2;0.28;0.54;16.7;0.045;54.0;200.0;0.999;3.08;0.49;9.5;6;w0500
6.8;0.19;0.58;14.2;0.038;51.0;164.0;0.9975;3.12;0.48;9.6;6;w0501
6.4;0.3;0.3;2.25;0.038;8.0;210.0;0.9937;3.2;0.62;9.9;6;w0502
6.5;0.3;0.29;2.25;0.037000000000000005;8.0;210.0;0.9937;3.19;0.62;9.9;5;w0503
7.8;0.18;0.31;12.2;0.053;46.0;140.0;0.998;3.06;0.53;8.9;6;w0504
7.8;0.18;0.31;12.2;0.053;46.0;140.0;0.998;3.06;0.53;8.9;6;w0505
7.3;0.51;0.26;3.3;0.09;7.0;135.0;0.9944;3.01;0.52;8.8;5;w0506
6.0;0.24;0.27;1.9;0.048;40.0;170.0;0.9938;3.64;0.54;10.0;7;w0507
5.9;0.62;0.28;3.5;0.039;55.0;152.0;0.9907;3.44;0.44;12.0;6;w0508
6.0;0.24;0.27;1.9;0.048;40.0;170.0;0.9938;3.64;0.54;10.0;7;w0509
6.7;0.27;0.12;1.3;0.041;62.0;138.0;0.9921;3.21;0.42;10.0;6;w0510
7.8;0.34;0.35;1.8;0.042;8.0;167.0;0.9908;3.11;0.41;12.1;6;w0511
7.3;0.26;0.36;5.2;0.04;31.0;141.0;0.9931;3.16;0.59;11.0;6;w0512
7.4;0.36;0.33;1.4;0.025;27.0;55.0;0.9915;3.21;0.33;11.2;6;w0513
7.8;0.28;0.32;9.0;0.036000000000000004;34.0;115.0;0.9952;3.17;0.39;10.3;7;w0514
6.1;0.31;0.26;2.2;0.051;28.0;167.0;0.9926;3.37;0.47;10.4;6;w0515
6.8;0.18;0.37;1.6;0.055;47.0;154.0;0.9934;3.08;0.45;9.1;5;w0516
7.4;0.15;0.42;1.7;0.045;49.0;154.0;0.992;3.0;0.6;10.4;6;w0517
5.9;0.13;0.28;1.9;0.05;20.0;78.0;0.9918;3.43;0.64;10.8;6;w0518
7.2;0.34;0.34;12.6;0.048;7.0;41.0;0.9942;3.19;0.4;11.7;5;w0519
7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5;w0520
7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5;w0521
6.9;0.25;0.4;1.3;0.038;22.0;101.0;0.9901;3.03;0.39;11.4;6;w0522
5.8;0.36;0.32;1.7;0.033;22.0;96.0;0.9898;3.03;0.38;11.2;6;w0523
5.6;0.35;0.37;1.0;0.038;6.0;72.0;0.9902;3.37;0.34;11.4;5;w0524
5.9;0.32;0.39;3.3;0.114;24.0;140.0;0.9934;3.09;0.45;9.2;6;w0525
7.2;0.31;0.46;5.0;0.04;3.0;29.0;0.9906;3.04;0.53;12.5;4;w0526
6.1;0.28;0.22;1.8;0.034;32.0;116.0;0.9898;3.36;0.44;12.6;6;w0527
5.2;0.36;0.02;1.6;0.031;24.0;104.0;0.9896;3.44;0.35;12.2;6;w0528
5.6;0.19;0.47;4.5;0.03;19.0;112.0;0.9922;3.56;0.45;11.2;6;w0529
6.4;0.1;0.35;4.9;0.048;31.0;103.0;0.9947;3.43;0.79;9.7;6;w0530
6.4;0.18;0.48;4.0;0.18600000000000005;64.0;150.0;0.9945;3.06;0.4;9.3;5;w0531
7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;w0532
7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;w0533
7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;w0534
7.9;0.345;0.51;15.3;0.047;54.0;171.0;0.9987;3.09;0.51;9.1;5;w0535
7.9;0.345;0.51;15.3;0.047;54.0;171.0;0.9987;3.09;0.51;9.1;5;w0536
7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;w0537
6.1;0.24;0.3;1.5;0.045;22.0;61.0;0.992;3.31;0.54;10.4;5;w0538
